nama orang,geb/overl.,organ.,werkgebied en -soort,werkperiode,bijzonderheden,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,id
"Michel, Wilhelm, zdl (D)",1908-1968,RMG,Nias,1935-1940,10-05-1940 Ned. internering,~ 1936 Margarethe Pilgenröder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943
"Mickelson, Einar, zdl (VS)",,C&MA,Kalimantan en Papua,1935-1960,"> Sarangani, Mindanao",~ Alice ..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944
"Middelkoop, dr. Pieter (N)",1895-1973,PKNI,"Timor, hp, taalkenner",1922-1950,1942-1945 Japanse internering,~ 1922 Henr. Clasina de Zwart † 1983,,NBG,bijbelvertaler,1950-1960,Swell. II 214-228; BLGNP V374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945
"Midtbö, Vincent (Skand.)",1922-1944,LdH,Java en Palu-dal,1929-1932,in Indonesië 1921-1942,"~ 1922 B.A. Styve (1883-1950, kapiteine)",,,,,† 1944 in Japanse internering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946
"(Zie Synneva Vestheim, Alle dager)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947
"Miedema, drs. C. J., ond/verpl. (N)",1908-1994,ZGKN-MJ,"Solo, ond. Chr. HIKweekschool",1934-1935,de Jong MJ 794 v,,,,"Yogya, hoofd Chr. Hhs ",1935-1942,"Jap. internering, 1946 > NL",,,,"Ambon, leraar AMS negeri",1948vv,"GZbl 1935, 121",,,,"miss. zuster, docente",1951-1962,,,,,"Yogya, ass. gemeentewerk GKI",1962-1973,1973 pensioen,,,,,,,,,,,,,948
"Miedema, Jelle, arts (N)",1897-1978,ZNGK-MJ,"Purbolinggo, arts Zzh",1931-1943,1946-47 in Australië. De Jong,~ 1925 Anje Marg. Joh. Berg (1898-1999),,,arts NICA,1947-1949," 882; GZbl 1940, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949
"Miedema, K., zdl (N)",1904-1959,STC,Ulu (Siau),1930-1932,Zie NZblad 1945-12.,"~ (1) 1932 M. Schuler, te Ulu †1942/5",,,Lirung (Talaud),1932-1936,verlof 1936-37,~ (2) 1946 Anna Severein (1905-1993),,,Tamako (Sangir),1937-1942,1945-46 Austr./NL,,,,Jap. internering,1942-1945,MS † tijdens internering,,,,Taruna (Sangir),1947-1948,,,,,,,,,,,,,,950
"Miesen, J.H.W. van der, zdl (N)",1873-1936+,UZV,Buru (Midden-Molukken),1898-1901,"> hp in GPI. Coolsma 706, 730, ",~ 1898 Jac. Wilh. ten Boom,,,Halmahera > ontslagen > hp,1901,gescheiden 1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951
"Mikat, Anna (D)",1885-1969,RMG,"NSumatra, Missionsschwester",1921-1938,in Zdienst in Dld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952
"Milne, William, zdl (GB)",1785-1822,LMS,"Macao, Banka, Java, Malaka/ ",1815-1822,Sibree nr. 133,~ 1812 Rachel Cowie † 1819,,,Pe­nang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953
"Mindermann, Brüne, zdl (D)",1872-1960,RMG,Noord-Tapanuli,1898-1937,,~ ±1900 Anna Coerper † 1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954
"Minkhorst, J.H., ond. (N)",1894-1943,RMG,"Tarutung, leraar Zd-MULO",1929-1942,"krijgsgevangene, † in Burma",~ 1922 M.M. van Gent geb. 1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955
"Mitchell, Hubert. (VS)",1907-1995,WWCC,Sumatra (Palembang),1934-1942,1942 > VS,~ ±1930 Maria Helen Pomeroy † 1940,,,,,"zwager v D.E. Morken. Zie Arlina M. Winston, Heart Cry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956
"Mittelstädt, Kurt E. (D)",1901-1984,NM/SZ,"Semarang, Salatiga, zdl.",1925-1939,"1939 ""uit de NM""",~ (1) 1927 E. Kaiser † 1975,,,,,,~ (2) 1976 Gretchen Rau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957
"Miyahira, Shusho/Hidemata (Jpg)",1904-1976,OMHC,Lepra-Zh Semarang,± 1927-1934,1939 als spion uitgezet ,,,,"Srb, gem. Holiness Church",1936-1939,bevriend m. ds. H.A.C. Hildering,,,,"Makassar, overheid",1942-1944,secr. gouverneur Minseibu,,,,,,,,,,,,,,,,,,,,,,,,,958
"Mobach, Tjebbe, ond. (N)",1890-1983,ZNGK-S,"Sumba, hoofd normaalcursus",1920-1949,1942-5 intern.; 1946-7 in NL,~ 1919 K. van der Kouwe † 1975,,,,,"GZbl 1928, 113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959
"Moens, Hendrik P., zwm (N)",1831-1882,ZWM,"Makassar, zendeling-koopman",1861-1862,Reenders AZ 380,~ 1860 J. L de Wild † 1881,,,,,,~ 1882 M.J. Senn van Basel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960
"Mohri, August (D)",1835-1897,RMG,Nias,1866-1869,,~ (1) 1871 Anna Barschig †1893,,,Noord-Sumatra,1869-1907,,~ (2) 1897 Elli Schumacher † 1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961
"Mol, zr. Gerritje (N)",1873-1929,SZ,"Kaliceret, Zzh, verpleegster",1909-1920,,,,,"Blora, idem",1923-1926,> NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962
"Mol, Pieter Gerrit (N)",1878-1907,ZDA?,Midden-Java?,,timmerman. † 1907 te Algiërs,~ 1901 Joh. Hendrica van der Steur (1877-1923+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963
"Mol van Otterloo, A. de,(N)",1893-1965+,NZV,"Bandung, Zzh Immanuel",1925-1931,"1933 dr. med, met: ""De opium- ",~ (1) 1917 A.J.M.C. Weerts † 1944 (in NL),,,,,"­­­schuiver in het hos­pi­taal""",~ (2) A.C. van Vuuren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964
"Mollema, G.W.M., zdl (N)",1903-1950,NZV/VNZ,"Sanggona (ZO-Celebes), zdl.",1933-1950,vermoord 05-06-1950,~ 1933 J. Zijlstra † 1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965
"Möller, Daniel (D)",1879-1954,RMG,"Nias, zdl.",1914-1940?,10-5-1940 Ned. internering (?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966
ongehuwd gebleven? ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967
"Möller, Friedrich (D)",1907-1982,RMG,"Nias, zdl.",1938-1940,10-05-1940 Ned. internering,~ ±1938 Hildegard Bisdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968
"Möller, Julius, arts (D)",1884-1942,RMG,Noord-Sumatra,1911-1940,"1940 Ned. internering, † met ",~ 1913 Marie Ottilie Mangelsdorf † 2-12-1917,,,,,de Van Imhoff,~ 1921 Tarutung: Gertrud M.K. Warneck † 1971,,,,,d.v. Johannes Warneck,,,,,,,,,,,,,,,,,,,,,,,,,969
"Momeyer, August (D)",1868-1941,RMG,"Nias, zdl.",1898-1928,,~ 1899 M. Grossbodt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970
"Mooy/ij, Jacoba, ond. (N)",,SZ,Blora,1909-1919,1919-1929 in NL,,,,"Purwodadi, Zendings-HIS",1929-1933+ ,±1933 gerepatr. wg ziekte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971
"Morken, David E. (VS)",1910-2003,WWCC,"Sumatra, Suku Dalam (Kubu)",1934-1942,later assistent van Billy Graham,~ Helen Elizabeth Mitchell † 1983,,,1942 evacuatie naar VS,,HEM: zuster van Hubert Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972
"Mosche, C.F.F. (D), zwm (D)",1840-1868,ZWM/UZV,Mansinam (Papua),1866-1867,"Reenders 335, 380",~ Wilh. Mundt,,,Meoswar (Papua),1867-1868,hertrouwt met J.L. van Hasselt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973
"Motte, Georges (Belgia)",±1900-1971+,LdH,"Kulawi (Palu, rang van ensign)",1929-1931,in Indonesië 1929-1936,~ Srb 1932 Rinske Fekkes (N) (1894-1971),,,,,Later naar Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974
"Mouw, J. Arthur, zdl (VS)",1903-1987,C&MA,Sintang (West-Kalimantan),1931-1950,,~ Edna Mae Stephenson † 1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975
"Mühlnickel, J.G. Adolph, zwm (D)",1822-1897,ZWM,Batavia,1851-1897,Reenders AZ 381,"~ Btv 1854 M.D. Em. Wahrendorf, verpl. †1906",,,,,MDEW: uitgez. door Gossner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976
"Mühlnickel, August, zwm (D)",1826-1859,ZWM,Batavia,1851-1859,Reenders AZ 381,"~ Batavia 1854 Auguste Becker (D), verpl.",,,,,AB: Gossner-zendeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977
"Muijs, zr. Hendrika Cornelia (N)",1901-1995,ZGKN-MJ,"Kebumen, hoofdverpleegster",1928-1943,"1947-51 RKruis. GZbl 1928, 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978
"Muis, J.J., zdl (N)",1868-1945,NZV,"Cirebon, zdl",1896-1900,naar Bonaire (Antillen),~ 1896 Charlotte Wilhelmina de Puy † 1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979
"Mulder, J., ond. (N)",,NZG,"Tomohon (Min), ond. HIS",1921-1927,> verlof in NL,~ A. Visser † 1991,,,"Kuranga/Tomphon, dir. SPG",1928-1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980
"Muller, D., zdl (Zwits.)",1777/8-1826,NZG,Manado (Min),1822-1826,Kruijf 298,~ [n.a.],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981
"Muller, Marinus Gerard, arts (N)",1894-1981,ZGKN-MJ,"Yogya, Zendingsziekenhuis",1922-1943,"Rds MJ 867; GZbl 1929, 241; ",~ 1921 J. Koetsier † 1975,,,,,"1936, 221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982
"Müller, Eduard, zdl (D)",1879-1937+,RMG,Noord-Sumatra,1906-1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983
ongehuwd gebleven?,,VEG,"Samosir, Noord-Sumatra",1927-1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984
"Müller, H., zdl (D)",1866-1923+,RMG,Zuid-Kalimantan,1893-1895,"> Europa wg ziekte, 1895 pred. in de VS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985
ongehuwd gebleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986
"Müller, H., zdl (N)",,NZV,Sukabumi,1895-1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987
ongehuwd gebleven,,,Pangharepan (WJava),1896-1898,,,,,Tasikmalaya (WJava),1898-1900,,,,,Pangharepan (WJava) >ontslag,1900-1905,naar Chili? VS?,,,,,,,,,,,,,,,,,,,,,,,,,988
"Müller, H. zdl (Zwits.)",1895-,STC,Tahulandang (Sangihe),1926-1928,ex-BM; nam ontslag. NZblad ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989
ongehuwd gebleven?,,,,,1926-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990
"Müller, W., zdl (D)",1898-1934,BM,"Pujun, Zuid-Kalimantan",1928-1934,MH > directrice Zhuis BM,~ Martha Hummel (1901-1994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991
"Müller, Wilhelm, zdl (D)",1878-1942,RMG,Noord-Sumatra,1905-1940,,~ 1907 Adele von Erlen † 1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992
"Müller, Wilhelm, zdl (D)",1905-1976,RMG,Nias,1934-1940,10-5-1940 Ned. internering,~ 1933? Marieluise Achenbach ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993
"Müller-Krüger, dr. Th. (D)",1902-1980,RMG,"Simorangkir (NSumatra), zdl.",1931-1934,,~ 1933 Kath. Marg. Krüger † 1994,,,"Batavia/Jakarta, docent HThS",1935-1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994
"Munk, Jan Carel, ond. (N)",1881-1928 ,UZV,"Tobelo, docent kweekschool",1909-1916,eervol ontslag > ond. chr. school,~ 1908 Derkje Johanna Wessel­dijk † 1940,,,,,"te Surabaya, † in NL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995
"Munnik, Franciscus de, zdl (N)",1865-1938,NZG,"Kediri (OJava), zdl.",1895-1905,verlof 1905-06. Kruijf 553,~ 1894 Wilh. S.C. Creutzberg † 1953,,NZG,Kediri (OJava),1906-1916,> dir. Tehuis voor Javaanse bedien­den te Den Haag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996
"Munson, Albert (VS)",1890-1979,SDA,"OJava, NCel",1919-1929,"> Singapore, Sarawak.",~ 1917 Catherine ..,,,,,z.v. Ralph Waldo M. ESDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997
"Munson, Melvin (VS)",1889-1961,SDA,Btv (Adventist Publ. House),1917-1926,1923-27 S'pore. Z.v. Ralph M.M. ,~ (1) 1917 Irene Frisby † 1918,,,,,1942-45 schreef Indon. berich-,~ (2) 1919 Harriet Sherrill † 1972,,,,,ten voor Voice of America.­ ESDA,,,,,,,,,,,,,,,,,,,,,,,,,998
"Munson, Ralph Waldo (VS)",1840-1934,EpMeth,"India, Singapore",1886-1897,ESDA,~ 1886 Carrie Louise Gasser,,SDA,"Padang, 1904 Medan",1900-1905,,,,SDA,"Sukabumi, Batavia > 1911 VS",1909-1911,1905-1909 in Australië,,,,,,,,,,,,,,,,,,,,,,,,,999
"Munson, Samuel, zdl (VS)",1804-1834,ABCFM,"Batavia, Padang",1833-1834,door bevolking gedood,~ 1833 Abby Johnson † 1891,,,,,"† in Portland, Maine (VS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000
"Munters, zr. Nic. Helena (N)",1909-,NZV,Bandung,1936-1937,geb. in Medan. ~ 1940+ Fr. van Vollenho­ven; ~ 1967 G. Brack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001
"Muyen/Muijen, zr. Maria van (N)",1892-1988,SZ,"Blora, Ungaran, verpl. in Zzh",1924-1942,† in Japanse internering?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002
"Muylwijk, J. van, zdl (N)",1881-1945,UZV,"Fak-Fak (Papua),",1911-1914,† in internering ,~ E. van Ravensteyn † 1971,,STC,P. Siau (NCel),1914-1915,1915-1919 verlof naar NL,,,,Papua,1919-1923,1922 en 1923 verlof naar Java,,,,Sibolangit (Deli),1923-1935,verlof 1928-29,,,,"Raja (Deli), opl. evangelisten",1935-1938,,,,,Kabanjahe (Deli) ,1938-1942, > Japanse internering,,,,,,,1003
"Muylwijk, zr. Joh. Adr. Maria (N)",1903-,ZGKN-MJ,"Yogyakarta, hoofdverpl. Zzh",1933-1942/3,"Zie GZbl 1933, 89.","~ 19.. Hing Dhiam Lie, arts († 1948)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004
"Muijs/Muys, zr. Hendr. Clasina (N)",1901-,ZGKN-MJ,"Kebumen, hoofdverpl. Zzh",1928-1942/3,"GZbl 1935, p. 7 (foto)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005
"Myers, Ms. Mary, ond. (VS)",1866-,EpMeth,"Batavia (Manggabesar), ond.",1913-1938+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006
"Nachtigal, Peter, zdl. (Rusland)",1881-1928,DZV,Pakantan (Zuid-Tapanuli),1911-1928,Jensma 122-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007
"Nauta, H.J., ond. (N)",1881-1945,STC,"Kaluwatu (Sgr), dir. guru-opl.",1907-1913,vader van dr. Walle Nauta,~ 1904 Joh. Bijdevier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008
"Neef, A.J. de, zdl (N)",1892-1948,UZV,Hollandia (Papua),1920-1926,1926-28 ziekteverlof,~ J.C. Droppert † 1966,,,"Serui (Yapen, Papua)",1928-1935,IM NZblad 1948-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009
"Needham, Hester (GB)",1843-1897,RMG,"NSumatra, Missionsschwester",1890-1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010
"Neef, N. de, ond. (N)",1884-1974,UZV,"Tobelo (Halm.), guru-opleiding",1918-1933,verlof 1925-1926,~ J.K. van der Dussen † 1980,,,binnenlands arbeider SZC,1933-1949,NZbl 1949-10; Zbl NHK 1957-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011
"Nes, ds. C. van (N)",1906-1988,ZGKN-MJ,"Magelang, miss. pred.",1937-1943,"de Jong MJ 782v; GZbl 1937, 95",~ (1) 1935 N.A. de Putter † 1976,,,,,,"~ (2) Wilh. Paardekooper, † 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012
"Netelenbos, ds. Lambertus (N)",1876-1955,ZGKN-MJ,"Wonosobo, miss. pred.",1905-1918,"verlof 1912-13. GZbl 1912, 23; ",~ (1) 1901 A.G. Ozinga † 7-11-1908,,,"Purworejo, miss. pred.",1918-1930,> emeritus // GZbl,~ (2) 1913 J.F. Chevallier (1880-1954),,,,,"Rds MJ 867; GZbl 1924, 141",,,,,,,,,,,,,,,,,,,,,,,,,1013
"Netelenbos, zr. Wilh. Hendr. (N)",1879-1964,ZGKN-MJ,"Wonosobo, hoofdverpl. Zzh",1909-1912,zuster van ds. L. Netelenbos,,,,"P'linggo, Wonosobo, Parakan",1919-1925,"Rds MJ 867v; GZbl 1931, 181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014
"Neubronner, zie Tuuk, van der",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015
"Neumann, J.H., zdl (N)",1876-1949,NZG,"Sibolangit, Deli",1900-1921,"NZblad 1938-5, 1949-7,",~ G. Bos † 1942-45?,,,Kabanjahe en Raya (Deli),1922-1942,"1950-1. Verlof 1909-10,",,,NBG,afgevaardigde vh BG,±1938-1942,"1921-22, 1937-38",,,VNZ,Medan,1946-1949,1942-45 Japanse internering,,,,,,,,,,,,,,,,,,,1016
"Neumann, Margarethe (D)",1869-,RMG,"NSumatra, Missionsschwester",1905-1915,> weeshuis op Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017
"Nevius, Elbert S. (VS)",1808-1897,RCA,Batavia,1836-1839,terug naar de VS 1843,~ Mary Louis Condit † 1886,,,West-Kalimantan,1839-1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018
"Nieboer, zr. Hilke (N)",1899-1996,ZGKN-MJ,"Purworejo, hoofdverpl. Zzh",1925-1931,"Reenders MJ 868; GZbl 1925,",~ 1946 J.J. Offringa † 1966,,,"Purworejo, 2e periode",1933-1939,"176; 1933, 244-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019
"Nicholls, Ms. Lee Edna (VS)",1880-1951? ,EpMeth,"Bogor, onderwijzeres",±1917-1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020
"Nielsen, Clara, ond. (D)",1910-1993,RMG,"NSumatra, Missionsschwester",1937-1940,Mei 1940 Ned. internering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021
"Niemann, Edward Ward (D)",1908-1999,SDA,OJava,1937-1940,ESDA. 1940 Ned. internering,~ (1) Magda El. Reimers † 1946,,SDA,"NSumatra en ZCelebes, > VS",1959-1964,MER overleed in gevangenschap,~ (2) 1949 Ethel Jean Fessler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022
"Niemann, Lisette (D)",1850-1921,RMG,"NSumatra, Missionsschwester",1891-1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023
"Niephaus, Heinrich, zdl (D)",1875-1933,NM/SZ,"Bojonegoro, Semarang e.a.",1910-1933,† 4-10-1933,~ 1912 Joh. Vitt † 1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024
"Niet, mr. Maarten de (N)",1904-1979,NBG,"Batavia, Zendingsconsul",1939-1949,"BWN 5; Jongeling, ZC",~ 1935 Edithe H. Child,,,,,1942-45 Japanse internering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025
"Niet, zr. Maria Adriana de (N)",1897-1989,NZG,Mojowarno (OJava),1929-1942,"verlof 1935-1936, 1946-1948",,,,"geïnterneerd, repatr., verlof",1942-1948,,,,,Semarang,1948-1950,~ den Haag 1951 H.K.M. Defares,,,,,,,,,,,,,,,,,,,,,,,,,1026
"Niet, G.D.W. te, zwm (ond.) (N)",1825-1905,ZWM,"Batavia, hoofd Ambachtsschool",1854-±1872,Reenders AZ 381,~ 1854 Wilmina Jansen † 1905,,,ond. aan overheids­scholen,1873-±1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027
"Nieuwenhuizen, zr. C.W. van (N)",,ZGKN-MJ,"Purworejo, hoofdverpl. Zzh",1927-1934,Reenders MJ 868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028
"Nijenhuis, J.H.D., zdl (N)",1893-1944,NZG,Kopandakan (Bolaang Mong.) ,1919-1930,NZblad 1950-5; 1930-11,~ (1) J.C.J. Everts (sic) † 1930,,,Kotamobagu (Bolaang Mong.),1930-1936,,~ (2) 1932 C.M. Demmenie † 1960,,,Kopandakan (Bolaang Mong.),1936-1942,1942 Jap. internering > †,,,,,,,,,,,,,,,,,,,,,,,,,1029
"Nikkel, Gerhard, zdl. (Rusland)",1861-1932,DZV,zdl. in Pakantan (Tapanuli Sel.),1888-1900,Coolsma 444-46; Jensma.,~ (1) 1888 Anna Carolina Kuipers † 1899,,,,,ACK en WAK zusters,~ (2) 1900 Wilh. Alb. Kuipers † ..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030
"Niks, J.F., zdl (N)",1843-1930,UZV,"Mansinam (Papua), ziek, > hp",1870-1873,IM NZblad 1930-7. Zie ook ,~ (1) 1870 Joh. Petr. Aarssen † 1914,,,,,Mblad SZC 1920-. JPA † Utrecht,~ (2) 1915 Grada ter Maat † 1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031
"Noll, Johannes, zdl (D)",1869-1954,RMG,Nias,1898-1931,,~ 1900 H. Ohly † 1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032
"Nommensen, Ingwer L., zdl (D)",1834-1918,RMG,Noord-Sumatra,1861-1918,Ephorus vd Batak-Zending,~ 1866 Caroline Gutbrod † 1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033
"Nommensen, Jon. Tim., zdl (D)",1873-1950,RMG,Noord-Sumatra,1901-1939,,~ (1) 1902 Friederike Ulricke Petrine Hartwig † 1930,,,,,"~ Sibolga, 10-12-1902","~ (2) 1931 Lore Werner, Missionsschw. † 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034
"Nonnenberg, Rudolf H.K., ond. (D)",1903-1971,RMG,"Laguboti, Ambachtsschool­",1930-1938,,~ 1932 L. Steinmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035
"Noordhoff, G. (O-Friesl.), zdl (D)",1801/2-'42,NZG,"Termano (Rote, NTT)",1841-1842,Kruijf 190v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036
ongehuwd gebleven?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037
"Noordzij, Willem A., ond. (N)",1892-1942/5,NZG,"Malang, dir. Chr. MULO",1928-1942,"Jv ZNHK 1968, 116",~ 1917 Adr. Huijser † 1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038
"Noort, A.C., ond. (N)",1906-1982,ZCGK,"Mamasa (Celebes), schoolbe-",1935-1938,nam ontslag wg financiën Zd,,,,"­heer­der, hoofd partic. HIS",,> Timor; 1947-71 pred. in NL. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039
"Noort, Rev. J. van den (VS)",,EpMeth,Surabaya,±1924-1927,,~ Hazel G. ..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040
"Nooy, H.W., zdl (N)",1825-1853,NZG,Tondano (Min),1850-1853,"Kruijf 305, MNZG II, 195db",~ 1852 Antoinetta Sabina Riedel † 1862,,,,,"VSR: d.v. J.F. Riedel, ~ Rooker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041
"Noppen, L.M. van, zdl (N)",1887-1943,NZV,Cianjur (WJava),1912-1913,,~ 1915 M.J. Schröder † 1975,,,"Cigelam, WJava)",1916-1919,MJS d.v. Carl C.J. Schr.,,,,Garut (WJava),1919-1943,"verlof 1926-27, 1937-39 (ziek)",,,,,,,,,,,,,,,,,,,,,,,,,1042
" Nortier, dr. Adriaan, arts (N)",1885-1940,NZG,Mojowarno (OJava),1916-1928,1921-22 tijdelijk DZV,~ 1916 Hendrika Duijvendak (1894-1975),,,Malang,1928-1936,"verlof 1922-23, 1929-30, 1936-",,,,Sumba (verv. J. Berg),1937-1938,37,,,,Waikabubak (West-Sumba),1937-1938,NZblad 1928-3;,,,,Malang,1938-1940,IM NZblad 1940-10,,,,,,,,,,,,,1043
"Nortier, C.W., zdl (N)",1888-1963,NZG,Depok (WJava),1915-1916,Zblad NHK 1956-4,~ 1915 Jacomina M. Gunning † 1956,,,Mojowarno (OJava),1916-1922,verlof 1922-23,,,,"Kairo (Mesir), studie Arabisch",1923-1924,,,,,"Kediri, evangelisten-opleiding",1925-1926,,,,,"Malang, docent Bale Wiyata",1927-1938,verlof 1933-34 1938 > NL,,,,,,,,,,,,,1044
"Noteboom, L., arts (N)",,ZGKN-MJ,"Purworejo, wnd arts Zzh",1929-1930,Reenders MJ 868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045
"Notten, Diederik Theod., ond. (N)",1882-1936,NZG,"Kakas (Min), dir. Techn. School",1904-1926,verlof 1914-15,~ 1905 Niesje Beerhorst † 1974,,,,,IM NZblad 1936-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046
